,a_Intercept,a_Intercept_std,a_Intercept_subj.1,a_Intercept_subj.2,a_Intercept_subj.3,a_Intercept_subj.4,a_Intercept_subj.5,a_Intercept_subj.6,a_Intercept_subj.7,a_Intercept_subj.8,"a_Beta_PHC:C(shared1000_repNum, Treatment('2'))[2]","a_Beta_PHC:C(shared1000_repNum, Treatment('2'))[3]",v_Intercept,v_Intercept_std,v_Intercept_subj.1,v_Intercept_subj.2,v_Intercept_subj.3,v_Intercept_subj.4,v_Intercept_subj.5,v_Intercept_subj.6,v_Intercept_subj.7,v_Intercept_subj.8,"v_Beta_PHC:C(shared1000_repNum, Treatment('2'))[2]","v_Beta_PHC:C(shared1000_repNum, Treatment('2'))[3]",z_Intercept_trans,z_Intercept_std,z_Intercept_subj_trans.1,z_Intercept_subj_trans.2,z_Intercept_subj_trans.3,z_Intercept_subj_trans.4,z_Intercept_subj_trans.5,z_Intercept_subj_trans.6,z_Intercept_subj_trans.7,z_Intercept_subj_trans.8,"z_Beta_PHC:C(shared1000_repNum, Treatment('2'))[2]","z_Beta_PHC:C(shared1000_repNum, Treatment('2'))[3]",t_Intercept,t_Intercept_std,t_Intercept_subj.1,t_Intercept_subj.2,t_Intercept_subj.3,t_Intercept_subj.4,t_Intercept_subj.5,t_Intercept_subj.6,t_Intercept_subj.7,t_Intercept_subj.8,"t_Beta_PHC:C(shared1000_repNum, Treatment('2'))[2]","t_Beta_PHC:C(shared1000_repNum, Treatment('2'))[3]"
0,1.7462477517888628,0.1470008332558386,1.8308572981024156,1.6728842992130548,1.5360696411305257,1.7899155014410881,1.908484904718153,1.382895821650487,1.5529498758050855,1.7434165966190516,0.06834551270752767,0.09451311070202376,-0.43207122697617384,1.0895093220830447,0.17203133487542815,0.27899840183105934,-0.5160541504129849,-0.6479490349870608,-0.36463432269426566,-0.9123655312165952,-0.7364505852092529,0.2824247753551763,0.024900166604402696,0.14249124186317616,0.0924525425707976,0.17895232891877588,0.3897505695296372,0.23993528726479824,-0.040440337812863686,0.300470486206881,0.15478248149456778,-0.1554693676822368,0.17705937802741178,0.3198321235870796,-0.028334770224007242,0.0013602617993051288,0.47659833853118766,0.060968933124157146,0.49498988129460764,0.475558897219482,0.47114378165493,0.5963081578796916,0.5506750761459853,0.5980541483445898,0.47958043026392894,0.3979653265713567,0.02838757367655457,-0.005342025959112096
1,1.7318906425549376,0.21581605614363947,1.7943553378954489,1.6748332820383383,1.5529205274704507,1.8362942866061136,1.9066222288498422,1.372245425014761,1.5522684578415906,1.773892094408124,0.06489297146711644,0.07953587991116969,-0.2894584903607905,0.5514268138627088,0.21412983896440005,0.2927906102393527,-0.5293418343564502,-0.6523438522938402,-0.32254930725604514,-0.8861003181926308,-0.7798183350195156,0.20634720659317732,-0.00733218592319064,0.14339126568622176,0.16524047800672326,0.11791468556599519,0.3930105229392448,0.21303600352703433,-0.05575439848304681,0.28742735475541303,0.2016105712417916,-0.10360882690136713,0.0885337131725803,0.3178506269232546,-0.019091093826557888,-0.0004361081222659822,0.46267009458310776,0.05760053409233323,0.5197523172389872,0.4736265047608876,0.46038728512077576,0.5958979600938756,0.5761401789693341,0.5987892598052449,0.473882483767687,0.4067700921971036,0.02052059407867054,-0.0011725791457164233
2,1.6822593712670266,0.19300580080639898,1.744214815090177,1.6572908667599062,1.563667335190327,1.7457632139489312,1.8926481711492897,1.4089065646212084,1.548998652087326,1.7281755870136164,0.07510556597748673,0.0772978140246314,-0.4130645495970748,0.452291622114793,0.1747365858759286,0.3172607660356332,-0.5167332859175721,-0.6024637275949398,-0.31112902851269686,-0.8306051021042178,-0.7348964832482721,0.31508309204052565,-0.011944778041670955,0.1510704651034212,0.09963734534944296,0.11686280410739808,0.3746717810083626,0.21108712590018563,-0.12330463978518835,0.226913233479962,0.16197949047443122,-0.1485248965150642,0.10320625002357653,0.3408789704559585,-0.01642864924164868,-0.008433969429576062,0.4491588277437797,0.08267551509500601,0.5222576402112488,0.4728169249480822,0.48418136528759836,0.6237954195473671,0.5642141552583947,0.6018334625605347,0.4768583223721561,0.40553596818412535,0.022928649828060543,0.0069555799670222365
3,1.565762394916645,0.20065147324304777,1.7875968136234945,1.6726957112057224,1.5461750111698593,1.759449402864617,1.8821928488337574,1.3694917862146592,1.5556617098419407,1.697646985606762,0.07829852194691816,0.07654183825888741,-0.3486871658108828,0.38396464141838926,0.24067196525421575,0.3773874276212827,-0.44515832498118924,-0.5590519582032707,-0.3149279566282722,-0.8542447160217183,-0.74999231978587,0.2563055782922749,0.009163125360046445,0.14752568060504886,0.08271359891330056,0.12124884795969626,0.2753148714317957,0.19347671947561534,-0.10891586984684887,0.21035745088716754,0.15339758831813946,-0.16692120775237074,0.07082518814072525,0.23342101684599703,-0.015234919702099602,-0.0038927580618005747,0.5168041630377238,0.07281542619588055,0.5056566232283777,0.4777054601510113,0.47386978956211934,0.6310389473411053,0.5621106216812521,0.6002648491274927,0.4819005576136408,0.4020598511063621,0.020803011472405635,-0.00551513305789296
4,1.5998166611159839,0.1689600359923886,1.7585342461814322,1.6966039322723294,1.573004796813994,1.8171667059602394,1.8999830240934636,1.3651653425782313,1.579538266517223,1.7367117430162782,0.08723614120119129,0.09099186463659718,-0.2561248960979328,0.6301657095578501,0.22921345021925366,0.3032162905448634,-0.4363952721313976,-0.6327408536886303,-0.34214292950613107,-0.9313657856764167,-0.7578987805035389,0.26616438186464475,-0.004984928496332381,0.14973291619612228,0.07786534233372346,0.10044453419323963,0.3330209339974758,0.24887942680612887,-0.11277019091115521,0.16532705642040596,0.13213101723118575,-0.10081169477864133,0.09132794579591308,0.20663880140120197,-0.017911908984075568,-0.0032610372461518156,0.5262722213391515,0.06945728797588857,0.4955134249975142,0.478198707458379,0.48076420106751594,0.6258635622172377,0.5638001621805697,0.6083831854281733,0.490132417710066,0.4082627424604703,0.01903267328519907,-0.0052807345542001186
5,1.8050777131141467,0.2405904449312416,1.7878354619058703,1.7048354357232498,1.5744159840241136,1.8208611184619377,1.9140933196024998,1.336759039732112,1.5188196423728166,1.6975134519384087,0.07495470876931634,0.06467599628920864,0.29012772795653824,0.5982675505776494,0.20448688537016135,0.2962938027830844,-0.49026867021613246,-0.572234761644387,-0.3265001587071812,-0.8729469528605154,-0.7621256047729061,0.27606217025780677,0.012379243669480497,0.13928593793680624,0.07691497460867291,0.09512869784381622,0.2618476000077156,0.24352613417388322,-0.12572916919333246,0.21736076608391708,0.18019202923271138,-0.0872414462147239,0.10256068974698451,0.24294010883034262,-0.013961868737306458,-0.0005898331751807012,0.5012157073951673,0.1102850161290081,0.4833846069862834,0.4715103467552266,0.48163803917983666,0.609859668371177,0.5674238602029085,0.5997634033396809,0.4856326499757895,0.41272004980819577,0.020489928030192527,0.003940603096520712
6,1.7254751781687052,0.15953091569741562,1.787904832854787,1.6623007567437464,1.5202898147336616,1.7915797917743808,1.903127901540259,1.3831219927871745,1.5170229655381797,1.6962236337201322,0.09729194685051072,0.060564968350443504,-0.19675885111983005,0.3954267124474891,0.2103142535877109,0.27598006526692725,-0.47406557777519676,-0.6158694846679722,-0.3555895031059283,-0.961886402378654,-0.7618270094102091,0.2643770122655644,-0.0012870670406757434,0.14220521308058892,0.10933142416954635,0.15392574971441395,0.28573847039501865,0.24335455311928042,-0.11525317388599504,0.12421189351137574,0.20079196396481458,-0.10416295100646925,0.11021690986593069,0.31222885105077536,-0.014140580378153987,0.0009993249580656782,0.541285329469697,0.06354203661719857,0.48316362112033934,0.4768305662199575,0.48063532573275203,0.6133187023237817,0.5695609103509528,0.600666201714136,0.48944430727897703,0.42441720089211415,0.02088247022493092,-0.0011218841223698262
7,1.5643177281659557,0.1760302840956235,1.7687547897450473,1.6545237427358186,1.5497422532010683,1.7939730685474378,1.8956762573156578,1.3817723892933187,1.5020050849975097,1.7329177687490005,0.07019115028853651,0.107900537883698,-0.21476981567305298,0.44150184052838215,0.20175231667772348,0.3152873950386945,-0.3487596040810129,-0.5662696018359697,-0.3258013109973149,-0.935294738545933,-0.7762874007339043,0.31382963685593157,-0.014406486575148043,0.14155769956863964,0.17553337736633304,0.1585714634833701,0.2574950431909433,0.2554185250683071,-0.17532880951063562,0.20428058357611278,0.13042874769539048,-0.11243845528915382,0.115187056622013,0.3164197116972529,-0.0156581517332102,-0.001059483278071642,0.5464075077242243,0.07108648953945693,0.49360029506593645,0.47896978176993726,0.4740478009816857,0.613096757919061,0.5943198739012919,0.5965754668271159,0.4927254998907851,0.40103826903441,0.019082128507475267,0.0008041533276577015
8,1.6188194396698021,0.17506700264435807,1.78528086292325,1.6729526628012865,1.5484587117200925,1.816128616358415,1.896515933252527,1.3784022456725213,1.539957787288254,1.7470680352135677,0.0720525631100042,0.09790891002582056,-0.5124926751221981,0.6722992892268378,0.28866762178413763,0.28969727603077555,-0.2839138467508245,-0.614381909495134,-0.2847591853859566,-0.8724766479640621,-0.8478348829465935,0.27446473954452644,-0.009400144684093188,0.13840502441991467,0.14188040729116905,0.09689763878380386,0.27024620169754443,0.23706010212064121,-0.19328044121145838,0.23720470546377498,0.05685225035022168,-0.06970258919189243,0.1698414797327386,0.25597403929290835,-0.010571198703339215,-0.0010773906981678908,0.5298528949155659,0.0831371196481148,0.48484602233508006,0.4743623106810119,0.4807251522553629,0.6111537452295106,0.5433512341294432,0.5943815258384652,0.48224161729535325,0.39455689128112015,0.02694877889150783,0.0015561470896152743
9,1.6419805954104898,0.23637038075873407,1.7733226703282419,1.659374327405736,1.5430177610159088,1.8401545633292782,1.928503713873274,1.3859217273226878,1.5440618123403038,1.777908134543253,0.06511304543905594,0.10544897123232072,-0.1870104616176897,0.5554259365597254,0.31185109334543404,0.32443312977257305,-0.48849399779056685,-0.622054324867756,-0.24657514429428967,-0.9308831034858349,-0.8704347002473217,0.42583012107799884,-0.022849714557856185,0.13851044200251894,0.11336186269796708,0.10292269590504675,0.24717039914618472,0.21585533772963217,-0.034438717810694436,0.17521462593969325,0.01786283629721057,-0.11442674954860416,0.16149697615831887,0.26025006462896205,-0.005857148685817833,0.00527996371455805,0.5040746959318887,0.05488042296513983,0.4781552670839883,0.4767338306127402,0.49094936364173436,0.6062210018694042,0.5415902333526739,0.6023851410761336,0.4736947455103759,0.38822747118333045,0.02304528886146984,0.004610714438798896
