,subj_idx,SESSION,RUN,TRIAL,X73KID,ISOLD,ISCORRECT,rt,CHANGEMIND,MEMORYRECENT,MEMORYFIRST,ISOLDCURRENT,ISCORRECTCURRENT,TOTAL1,TOTAL2,response,MISSINGDATA,trial_full,is_shared1000,is_special100,shared1000_repNum,recall_condition,MTL_ROI_Beta,Beta_ERC,Beta_BA35,Beta_BA36,Beta_SUB,Beta_CA1,Beta_CA2,Beta_CA3,Beta_DG,Beta_PHC,Beta_HT,result
29274,2,3,2,12,62961,1,1,1.34087585399993,0,74.0,,0,0,0,1,1,0,1575,1,0,2,hard,0.607829395274329,0.483849902534113,0.946666666666667,1.02888461538462,0.295354993983153,0.140531135531135,-0.227555555555556,-0.11031746031746,0.526374269005848,0.472570422535211,0.0213752913752913,HIT
29292,2,3,2,30,7208,1,1,1.31301718499981,0,245.0,,0,0,0,1,1,0,1593,1,1,2,hard,0.134283807235349,-0.396140350877193,0.176797385620915,0.530606837606838,-0.394693140794224,-0.403717948717949,-0.302,-0.217301587301587,-0.334941520467836,1.14458920187793,-0.21948717948718,HIT
29295,2,3,2,33,9435,1,1,1.25829880499987,0,104.0,,0,0,0,1,1,0,1596,1,0,2,hard,-0.207104525430517,-0.353674463937622,0.086797385620915,-0.286021367521367,-0.32101083032491,-0.229304029304029,0.108,0.0965873015873015,-0.695687134502924,0.550551643192488,-0.444452214452214,HIT
29348,2,3,3,25,8110,1,1,2.21245223299957,0,452.0,,0,0,0,1,1,0,1650,1,0,2,hard,0.0985636096649312,-0.136384015594542,0.395506535947712,0.618649572649573,-0.715643802647413,-0.187930402930403,0.156666666666667,0.376904761904762,-0.674020467836257,0.781161971830986,-0.86986013986014,HIT
29417,2,3,4,31,7841,1,0,-0.782097025000439,0,324.0,,0,1,1,0,0,0,1719,1,0,2,hard,0.108795888399413,0.0433235867446393,0.553725490196078,0.120747863247863,0.169037304452467,-0.0717399267399267,0.0762222222222222,0.0128571428571428,0.0046345029239766,-0.177347417840376,0.444498834498834,MISS
29952,2,4,1,22,25269,1,1,1.10902001798968,0,58.0,,0,0,0,1,1,0,2272,1,0,2,hard,-0.136742757976238,-0.224756335282651,-0.0993464052287582,-0.140316239316239,-0.34251504211793,-0.182289377289377,0.340222222222222,-0.225873015873016,-0.430555555555556,0.200610328638498,0.271072261072261,HIT
29984,2,4,1,54,9148,1,1,0.81758372701006,0,115.0,146.0,0,0,0,1,1,0,2304,1,0,3,hard,0.585439861166733,-0.235877192982456,1.03174836601307,1.12652564102564,0.45690734055355,0.240622710622711,0.127777777777778,-0.686746031746032,0.355438596491228,0.77056338028169,0.0701864801864801,HIT
29999,2,4,2,6,11160,1,0,-1.84495698899264,0,1616.0,,0,1,1,0,0,0,2319,1,0,2,hard,-0.36765451875584,-1.04203703703704,0.062516339869281,-0.459358974358974,-0.380385078219013,-0.746373626373626,-0.616222222222222,-0.506190476190476,-0.922719298245614,1.16177230046948,-0.447296037296037,MISS
30063,2,4,3,9,40424,1,1,2.26679932099069,0,309.0,,0,0,0,1,1,0,2384,1,0,2,hard,0.377416900280336,-0.127534113060429,0.335898692810457,0.501089743589744,-0.0339229843561973,0.114304029304029,-0.0451111111111111,0.506269841269841,0.24983918128655,1.45926056338028,0.162703962703963,HIT
30123,2,4,4,9,28596,1,0,-1.68303898899467,0,334.0,,0,1,1,0,0,0,2447,1,1,2,hard,0.13097984247764,-0.483762183235867,0.308937908496732,0.864175213675214,-0.50121540312876,-0.195567765567766,-0.434666666666667,-0.267380952380952,-0.664897660818713,0.520845070422535,-0.340699300699301,MISS
30246,2,4,6,10,7860,1,1,1.16315482198843,0,1394.0,,0,0,0,1,1,0,2573,1,0,2,hard,0.230700841009211,-0.154249512670565,0.536911764705882,0.449064102564102,-0.150216606498195,-0.368040293040293,-0.346888888888889,-0.635238095238095,0.0686549707602339,0.99537558685446,0.077972027972028,HIT
30435,2,4,9,19,21280,1,1,1.66117617100826,0,765.0,,0,0,0,1,1,0,2769,1,0,2,hard,0.146857562408223,-0.193440545808967,0.306699346405229,0.170162393162393,-0.0350661853188929,-0.116923076923077,-0.126444444444444,0.138095238095238,0.0289766081871345,0.823591549295775,0.168881118881119,HIT
30449,2,4,9,33,16703,1,0,-1.64852185797645,0,2000.0,,0,1,1,0,0,0,2783,1,0,2,hard,0.239623548257909,-0.390818713450292,0.237091503267974,0.724491452991453,-0.127533092659446,-0.264029304029304,-0.409333333333333,-0.0041269841269841,-0.364722222222222,1.06780516431925,-0.083053613053613,MISS
30494,2,4,10,16,4931,1,0,-1.80868899298366,0,2771.0,,0,1,1,0,0,0,2829,1,0,2,hard,0.498450140168202,0.546393762183236,0.880098039215686,0.446551282051282,0.019265944645006,0.0975274725274725,0.0882222222222222,0.2,-0.0427485380116959,1.69517605633803,0.177762237762238,MISS
30495,2,4,10,17,37225,1,1,0.927889750018949,0,1261.0,,0,0,0,1,1,0,2830,1,1,2,hard,0.168295287678548,-0.144736842105263,0.406029411764706,0.699102564102564,-0.479903730445247,-0.173315018315018,0.183555555555555,0.0121428571428571,-0.141067251461988,0.23906103286385,-0.23016317016317,HIT
30500,2,4,10,22,67830,1,1,1.40556248399662,0,1546.0,,0,0,0,1,1,0,2835,1,1,2,hard,0.343342677880123,0.670204678362573,0.65218954248366,0.310068376068376,0.104801444043321,-0.186227106227106,-0.478222222222222,0.0613492063492063,-0.138845029239766,0.904225352112676,0.262470862470862,HIT
30519,2,4,10,42,31748,1,1,1.84973950899439,0,750.0,,0,0,0,1,1,0,2855,1,0,2,hard,-0.0751902282739287,-0.833245614035088,-0.163856209150327,0.229820512820513,-0.509037304452467,-0.215787545787546,-0.194666666666667,-0.376190476190476,-0.531461988304094,1.07679577464789,-0.2395337995338,HIT
30659,2,5,1,1,34069,1,0,-1.58484780498839,0,186.0,,0,1,1,0,0,0,3001,1,0,2,hard,0.703162461620611,0.140233918128655,0.942826797385621,0.951303418803419,0.103622141997593,0.226300366300366,1.19111111111111,0.716746031746032,0.333464912280702,2.12553990610329,-0.168251748251748,MISS
30661,2,5,1,3,22264,1,0,-0.903113742999267,0,19.0,319.0,0,1,1,0,0,0,3003,1,0,3,hard,0.0720571352289413,-0.306686159844055,0.102483660130719,0.345735042735043,-0.181432009626955,-0.0084249084249084,0.129555555555556,-0.262619047619048,-0.189605263157895,0.471643192488263,-0.248997668997669,MISS
30674,2,5,1,16,59047,1,0,-1.89304244000232,0,76.0,,0,1,1,0,0,0,3016,1,0,2,hard,0.347148578293953,0.174454191033138,0.35906862745098,0.276521367521368,-0.0596149217809867,0.0284432234432234,0.903333333333333,0.916984126984127,0.285453216374269,1.61908450704225,-0.331468531468531,MISS
30694,2,5,1,36,17550,1,0,-1.18570695200469,0,305.0,,0,1,1,0,0,0,3036,1,0,2,hard,0.597064477372848,0.331130604288499,1.26449346405229,0.752324786324786,0.215631768953068,0.15478021978022,0.295555555555556,0.156269841269841,0.016125730994152,1.39320422535211,0.242027972027972,MISS
30705,2,5,1,48,14645,1,0,-1.1828733440052,0,1822.0,,0,1,1,0,0,0,3048,1,0,2,hard,0.447501001201442,0.245068226120858,0.847369281045752,0.923982905982906,0.10482551143201,-0.0657509157509157,0.512888888888889,0.0624603174603174,0.0877777777777777,0.267652582159624,0.116177156177156,MISS
30743,2,5,2,23,72313,1,1,1.74946012700093,0,165.0,,0,0,0,1,1,0,3086,1,0,2,hard,-0.0637471632625817,0.0160233918128655,-0.309248366013072,0.090602564102564,-0.269181708784597,-0.16043956043956,0.0046666666666666,-0.213253968253968,-0.404049707602339,0.198802816901408,-0.167319347319347,HIT
30763,2,5,2,45,69215,1,1,0.804896684989217,0,182.0,,0,0,0,1,1,0,3108,1,0,2,hard,0.605490588706448,0.372417153996101,0.918071895424836,0.820700854700855,0.39193742478941,0.0742857142857142,-0.138222222222222,0.605714285714286,0.0123830409356725,1.41680751173709,0.0451748251748252,HIT
30804,2,5,3,26,33190,1,1,0.918992438993883,0,203.0,,0,0,0,1,1,0,3151,1,0,2,hard,0.267011079962622,-0.0746783625730993,0.291356209150327,0.583538461538462,-0.0425631768953068,-0.12478021978022,-0.511111111111111,0.443174603174603,-0.156900584795322,0.761772300469484,0.144428904428904,HIT
30864,2,5,4,25,22588,1,0,-1.62615032399481,0,651.0,,0,1,1,0,0,0,3213,1,0,2,hard,0.620108129755707,0.15761208576998,0.967679738562092,0.984957264957265,0.168904933814681,0.398113553113553,0.860222222222222,0.358888888888889,0.126520467836257,1.29171361502347,-0.0984615384615384,MISS
30956,2,5,5,62,47409,1,1,1.120195075011,0,355.0,,0,0,0,1,1,0,3312,1,0,2,hard,0.407503671071953,0.0473586744639376,0.907385620915033,0.933854700854701,-0.154560770156438,-0.0352380952380952,0.0082222222222222,-0.198333333333333,-0.372397660818713,0.852347417840376,-0.0832167832167832,HIT
31014,2,5,6,62,40841,1,1,1.20253993400547,0,2460.0,,0,0,0,1,1,0,3375,1,0,2,hard,0.425556000533974,-0.172504873294347,0.648643790849673,0.749205128205128,0.0145246690734055,0.156941391941392,-0.0766666666666666,0.586666666666667,-0.143055555555556,1.38860328638498,-0.0903263403263403,HIT
31039,2,5,7,26,30082,1,1,1.01447162800469,0,2237.0,2389.0,0,0,0,1,1,0,3401,1,0,3,hard,0.544965959150981,0.0591812865497076,0.339411764705882,0.663910256410256,0.303983152827918,0.225201465201465,0.0068888888888888,0.318333333333333,0.555730994152047,1.60353286384977,0.228508158508159,HIT
31115,2,5,8,42,10108,1,0,-0.775376513003721,0,510.0,,0,1,1,0,0,0,3480,1,0,2,hard,0.699648912027767,0.257300194931774,0.810326797385621,0.768059829059829,0.428423586040915,0.504010989010989,0.626666666666667,0.553015873015873,0.804166666666667,1.74341549295775,-0.187948717948718,MISS
31170,2,5,9,39,66490,1,0,-1.07815335399937,0,3014.0,,0,1,1,0,0,0,3539,1,0,2,hard,0.299263115738887,-0.352173489278752,0.584395424836601,0.0733589743589743,0.0794705174488568,0.160238095238095,0.0624444444444444,0.364444444444444,0.305350877192982,1.97929577464789,-0.0551981351981351,MISS
31236,2,5,10,43,16918,1,0,-1.81455571699189,0,1307.0,,0,1,1,0,0,0,3606,1,0,2,hard,0.253819249766386,0.159220272904483,0.60983660130719,0.739282051282051,-0.0645728038507822,0.0003296703296703,0.407555555555556,0.0596031746031745,-0.449517543859649,0.0617370892018779,-0.192634032634033,MISS
31262,2,5,11,9,40576,1,0,-1.05473106799764,0,3327.0,,0,1,1,0,0,0,3634,1,0,2,hard,0.108359364570818,-0.0467446393762183,0.228611111111111,0.241431623931624,0.0345728038507822,-0.119212454212454,-0.317111111111111,0.161349206349206,0.0929093567251461,0.259131455399061,-0.231258741258741,MISS
31354,2,5,12,40,15940,1,0,-0.720617105995188,0,2407.0,,0,1,1,0,0,0,3728,1,0,2,hard,-0.0466559871846215,-0.175302144249513,-0.0106209150326797,0.190166666666667,-0.0833694344163658,-0.0901831501831501,0.0606666666666666,0.0907142857142857,-0.404283625730994,-0.271103286384976,0.0087179487179487,MISS
31397,2,6,1,22,19934,1,0,-0.844232841998746,0,169.0,,0,1,1,0,0,0,3772,1,0,2,hard,0.457877452943532,0.37229044834308,0.632238562091503,0.536935897435897,-0.0541034897713598,0.0220879120879121,0.268,0.856746031746032,-0.185043859649123,1.57268779342723,0.242797202797203,MISS
31401,2,6,1,27,6432,1,1,1.50405458999739,0,3655.0,,0,0,0,1,1,0,3777,1,0,2,hard,0.535612067814711,0.125964912280702,0.433464052287582,0.468662393162393,0.438832731648616,0.46445054945055,0.351555555555556,-0.123253968253968,0.548260233918129,1.67884976525822,0.226433566433566,HIT
31431,2,6,1,59,16345,1,0,-0.802583651995519,0,2558.0,,0,1,1,0,0,0,3809,1,1,2,hard,0.286900280336404,-0.0626510721247563,0.0581209150326797,0.298752136752137,-0.190240673886883,0.0021428571428571,0.74,1.30650793650794,-0.210964912280702,1.9199765258216,-0.125221445221445,MISS
31445,2,6,2,10,14595,1,1,1.65253769700212,0,2951.0,3069.0,0,0,0,1,1,0,3823,1,0,3,hard,0.189212388199172,0.004766081871345,0.313202614379085,0.572461538461538,-0.186438026474127,-0.19456043956044,0.359111111111111,0.316507936507937,-0.560248538011696,0.524413145539906,0.0531235431235431,HIT
31476,2,6,2,41,25285,1,1,1.04203990800306,0,1527.0,,0,0,0,1,1,0,3854,1,0,2,hard,0.32181551194767,-0.10953216374269,0.278333333333333,0.619551282051282,-0.0786522262334536,0.0377655677655678,-0.0111111111111111,0.0055555555555555,0.106652046783626,0.850974178403756,0.348648018648019,HIT
31483,2,6,2,49,29887,1,1,1.91246710999985,0,136.0,,0,0,0,1,1,0,3862,1,0,2,hard,0.684043518889334,0.358187134502924,0.915032679738562,0.37342735042735,0.470469314079422,0.442490842490842,0.134666666666667,1.03849206349206,0.616008771929825,2.40759389671361,0.188251748251748,HIT
31647,2,6,5,30,47322,1,1,1.22949645799963,0,400.0,,0,0,0,1,1,0,4030,1,0,2,hard,0.55758109731678,0.60578947368421,1.20058823529412,0.963012820512821,0.433152827918171,0.213095238095238,0.0397777777777777,-0.336428571428571,0.204415204678362,0.0058920187793426,-0.0313519813519813,HIT
31724,2,6,6,45,22783,1,0,-1.04138454200438,0,3108.0,,0,1,1,0,0,0,4108,1,0,2,hard,0.670959818448805,0.647962962962963,0.97343137254902,0.686017094017094,0.316089049338147,0.0991941391941391,-0.256444444444444,0.335079365079365,0.206885964912281,2.02244131455399,-0.120769230769231,MISS
31792,2,6,7,53,8808,1,0,-1.8143567310035,0,2181.0,,0,1,1,0,0,0,4178,1,0,2,hard,0.486973701775464,0.142251461988304,0.739885620915033,0.666807692307692,0.633429602888087,0.178553113553114,0.916,0.898650793650793,0.312061403508772,0.195786384976526,0.76981351981352,MISS
32105,2,7,1,1,58097,1,0,-1.35141793097137,0,152.0,,0,1,1,0,0,0,4501,1,0,2,hard,0.633319983980777,0.536734892787524,0.934330065359477,0.726452991452991,0.105234657039711,0.371062271062271,-0.697555555555555,0.291507936507936,0.466959064327485,1.56018779342723,-0.0519114219114218,MISS
32119,2,7,1,15,3078,1,1,0.836036987020634,0,225.0,,0,0,0,1,1,0,4515,1,1,2,hard,0.134183687091176,-0.319785575048733,0.201781045751634,0.27708547008547,-0.274729241877256,-0.155787545787546,0.714666666666666,0.0524603174603174,-0.0907163742690058,0.987922535211268,0.131305361305361,HIT
32135,2,7,1,33,59632,1,0,-0.763180484005716,0,188.0,,0,1,1,0,0,0,4533,1,0,2,hard,0.388679749032172,0.0123976608187134,0.517271241830065,0.897641025641026,-0.242900120336943,-0.0324908424908424,0.185555555555556,0.0553174603174603,-0.315862573099415,1.14882629107981,-0.178671328671329,MISS
32160,2,7,1,60,43429,1,1,1.42078293900704,0,125.0,379.0,0,0,0,1,1,0,4560,1,0,3,hard,0.21104391936991,0.153040935672515,0.583954248366013,0.742333333333333,-0.321660649819494,-0.202472527472527,-0.601333333333333,-0.687301587301587,-0.428304093567251,0.0582981220657276,0.14981351981352,HIT
32225,2,7,3,3,47291,1,0,-1.68531119200634,0,971.0,,0,1,1,0,0,0,4628,1,0,2,hard,0.332511013215859,-0.0641228070175438,0.30874183006536,0.373068376068376,-0.153056558363418,0.255805860805861,-0.601111111111111,0.0728571428571428,0.145219298245614,1.71705399061033,-0.144918414918415,MISS
32234,2,7,3,13,27276,1,1,0.93895150598837,0,157.0,,0,0,0,1,1,0,4638,1,0,2,hard,0.376696035242291,0.203703703703704,0.915947712418301,1.01581623931624,-0.297665463297232,-0.271868131868132,0.307555555555556,-0.469365079365079,-0.4453216374269,0.367171361502347,0.252051282051282,HIT
32237,2,7,3,16,16724,1,0,-1.15214516903507,0,4358.0,,0,1,1,0,0,0,4641,1,0,2,hard,0.153509544787078,0.0628849902534112,0.561225490196078,0.385128205128205,-0.444897713598075,-0.0739743589743589,-0.169111111111111,-0.407460317460318,-0.31093567251462,0.722171361502347,-0.216340326340326,MISS
32289,2,7,4,5,36068,1,1,1.34812427201541,0,4243.0,,0,0,0,1,1,0,4693,1,0,2,hard,0.551002536376986,0.0088206627680311,0.197058823529412,0.835653846153846,0.357304452466907,0.314139194139194,0.0428888888888887,0.242857142857143,0.50327485380117,1.40073943661972,0.0089510489510489,HIT
32417,2,7,6,23,38311,1,0,-0.816968292056117,0,3626.0,,0,1,1,0,0,0,4836,1,0,2,hard,-0.0130396475770925,-0.238752436647173,-0.0597712418300653,0.0506111111111111,-0.0597472924187725,0.079084249084249,0.472444444444444,0.0707142857142857,0.171447368421053,-0.422711267605634,0.663426573426573,MISS
32466,2,7,7,10,65822,1,0,-1.40199088299414,0,3212.0,,0,1,1,0,0,0,4885,1,0,2,hard,-0.196517153918035,-0.757836257309942,0.258970588235294,0.29932905982906,-0.62754512635379,-0.507380952380952,-0.518888888888889,-0.22031746031746,-0.839342105263158,-0.0692605633802816,-0.164895104895105,MISS
32489,2,7,7,35,46862,1,0,-0.803285939036869,0,2034.0,,0,1,1,0,0,0,4910,1,0,2,hard,0.252014417300761,0.0056042884990253,0.638888888888889,0.65658547008547,-0.457111913357401,-0.123058608058608,-0.772,-0.396666666666667,-0.498567251461988,1.09203051643192,-0.23995337995338,MISS
32525,2,7,8,10,66005,1,0,-2.11372185702203,0,2237.0,,0,1,1,0,0,0,4948,1,1,2,hard,-0.352289413963423,-0.620107212475633,-0.12452614379085,-0.0339316239316239,-0.424548736462094,-0.322051282051282,-0.682,-0.964285714285714,-0.441520467836257,-0.927347417840376,-0.173030303030303,MISS
32574,2,7,8,60,37225,1,1,0.865717370004859,0,2167.0,3429.0,0,0,0,1,1,0,4998,1,1,3,hard,0.545427846749433,0.366491228070175,1.14673202614379,1.43349145299145,-0.386221419975933,-0.0421062271062271,-0.0768888888888888,0.155555555555556,-0.66328947368421,0.736197183098592,-0.447878787878788,HIT
32657,2,7,10,24,3683,1,1,0.972245813987684,0,2327.0,,0,0,0,1,1,0,5087,1,0,2,hard,0.912711253504205,0.265604288499025,0.925049019607843,1.02132478632479,0.506341756919374,0.607161172161172,-0.173555555555555,0.727063492063492,0.849239766081871,2.37106807511737,0.39969696969697,HIT
32698,2,7,11,5,57436,1,0,-1.26468154898612,0,2959.0,,0,1,1,0,0,0,5130,1,0,2,hard,0.400811640635429,-0.353586744639376,0.349183006535948,0.689709401709402,0.0288327316486161,0.158498168498169,0.633333333333333,0.772936507936508,0.281578947368421,1.06545774647887,0.468251748251748,MISS
32794,2,7,12,42,13139,1,0,-0.95692914200481,0,4401.0,,0,1,1,0,0,0,5230,1,1,2,hard,-0.0587064477372847,0.139181286549708,0.129738562091503,-0.0538931623931623,-0.177027677496991,-0.143278388278388,-0.375555555555555,-0.491984126984127,0.0571052631578947,-0.368802816901408,0.101468531468531,MISS
32795,2,7,12,43,21109,1,0,-1.00299436697969,0,3898.0,,0,1,1,0,0,0,5231,1,0,2,hard,-0.0465104792417567,-0.21770955165692,0.0263725490196078,0.211790598290598,-0.285487364620939,-0.318791208791209,-0.147333333333333,-0.562857142857143,-0.35672514619883,0.180446009389671,-0.134405594405594,MISS
32837,2,8,1,25,34851,1,1,0.787613374999637,0,152.0,379.0,0,0,0,2,1,0,5275,1,0,3,hard,0.652751301561874,0.558235867446394,1.02812091503268,0.600632478632479,0.213706377858002,0.258351648351648,-0.004,0.34047619047619,0.369634502923977,2.00456572769953,-0.0927039627039627,HIT
