,subj_idx,SESSION,RUN,TRIAL,X73KID,ISOLD,ISCORRECT,rt,CHANGEMIND,MEMORYRECENT,MEMORYFIRST,ISOLDCURRENT,ISCORRECTCURRENT,TOTAL1,TOTAL2,response,MISSINGDATA,trial_full,is_shared1000,is_special100,shared1000_repNum,recall_condition,MTL_ROI_Beta,Beta_ERC,Beta_BA35,Beta_BA36,Beta_SUB,Beta_CA1,Beta_CA2,Beta_CA3,Beta_DG,Beta_PHC,Beta_HT,result
3762,1,6,2,41,25285,1,1,1.44799269700889,0,1527.0,,0,0,0,1,1,0,3854,1,0,2,hard,0.812371622486874,0.665371980676328,0.526348547717842,1.37215235173824,0.80207619047619,0.852520661157025,0.292941176470588,0.668333333333333,0.537913385826772,0.293499245852187,0.597028112449799,HIT
3770,1,6,2,49,29887,1,1,0.892902627005242,0,136.0,,0,0,0,1,1,0,3862,1,0,2,hard,0.417976693558714,0.786599033816425,0.336611341632089,0.54989263803681,0.545285714285714,-0.196542699724518,-0.310392156862745,0.305208333333333,0.269409448818898,0.803981900452489,-0.0679651941097724,HIT
3931,1,6,5,30,47322,1,1,1.05758673101082,0,400.0,,0,0,0,1,1,0,4030,1,0,2,hard,0.209340504546037,0.306888888888889,0.597745504840941,0.661431492842536,-0.435514285714286,0.0794903581267217,-0.131764705882353,-0.373229166666667,0.067020997375328,0.278823529411765,-0.271244979919679,HIT
3981,1,6,6,21,56724,1,1,1.74182848600321,0,1530.0,1773.0,0,0,0,1,1,0,4084,1,0,3,hard,0.672709693942886,0.566086956521739,0.76701244813278,0.945046012269939,0.720409523809524,0.0568044077134986,0.162941176470588,0.69125,0.560183727034121,1.18036199095023,0.244243641231593,HIT
4003,1,6,6,45,22783,1,1,1.24823311800719,0,3108.0,,0,0,0,1,1,0,4108,1,0,2,hard,0.136158278908951,0.512570048309179,0.5616459197787,0.054683026584867,-0.380428571428571,0.082961432506887,-0.301960784313726,-0.740520833333334,0.0561286089238845,0.852488687782805,-0.217590361445783,HIT
4072,1,6,7,53,8808,1,1,1.42265938001219,0,2181.0,,0,0,0,1,1,0,4178,1,0,2,hard,0.662972211550775,-0.0304734299516908,0.712116182572614,0.630260736196319,0.459904761904762,0.905426997245179,0.49921568627451,1.42958333333333,1.18514435695538,1.22748114630468,0.590629183400268,HIT
4371,1,7,1,1,58097,1,0,-0.854352830036078,0,152.0,,0,1,1,0,0,0,4501,1,0,2,hard,0.260097323600973,-0.378019323671497,0.546348547717842,0.634775051124744,0.0262095238095238,0.19103305785124,0.0113725490196078,0.3696875,0.299711286089239,0.551070889894419,-0.0137884872824631,MISS
4384,1,7,1,15,3078,1,1,1.58129136200296,0,225.0,,0,0,0,1,1,0,4515,1,1,2,hard,0.135785631963119,-0.146859903381642,0.315573997233748,-0.0552453987730061,0.111466666666667,0.0638980716253443,0.715686274509804,1.05604166666667,0.111640419947506,1.08184012066365,-0.01524765729585,HIT
4400,1,7,1,33,59632,1,1,1.51244936598232,0,188.0,,0,0,0,1,1,0,4533,1,0,2,hard,0.411034703547189,0.419449275362319,0.735836791147994,1.0719018404908,-0.193761904761905,0.0459366391184572,0.560980392156863,-0.155208333333333,-0.114711286089239,0.782247360482655,-0.171137884872825,HIT
4405,1,7,1,38,15820,1,0,-0.859719238011166,0,212.0,,0,1,1,0,0,0,4538,1,0,2,hard,0.227461902932514,0.772434782608696,-0.184094052558783,0.517484662576687,0.0752571428571428,0.0259641873278236,-0.0288235294117646,-0.03625,0.159041994750656,-0.193891402714932,0.0162248995983935,MISS
4425,1,7,1,60,43429,1,1,1.3017610120005,0,125.0,379.0,0,0,0,1,1,0,4560,1,0,3,hard,0.36507747470867,-0.07287922705314,0.856846473029046,0.418936605316973,0.181380952380952,0.40129476584022,0.451176470588235,0.666666666666667,0.308687664041995,1.25603318250377,-0.199986613119143,HIT
4486,1,7,3,3,47291,1,0,-1.10289436299354,0,971.0,,0,1,1,0,0,0,4628,1,0,2,hard,0.385529517223716,-0.302811594202899,0.617994467496542,0.394366053169734,0.491609523809524,-0.126570247933884,0.103333333333333,0.73375,0.883963254593176,1.08812971342383,0.282195448460509,MISS
4496,1,7,3,13,27276,1,1,1.44793786702212,0,157.0,,0,0,0,1,1,0,4638,1,0,2,hard,0.0812139838647714,-0.0184830917874396,0.17268326417704,0.174836400817996,-0.0512190476190476,-0.311515151515152,0.352941176470588,0.65125,0.194855643044619,0.314193061840121,0.0389959839357429,HIT
4499,1,7,3,16,16724,1,0,-1.25725354702445,0,4358.0,,0,1,1,0,0,0,4641,1,0,2,hard,-0.0210769624791906,-0.793855072463768,0.225739972337483,0.290725971370143,-0.0341142857142856,-0.113801652892562,-0.182156862745098,0.14375,-0.0917454068241469,0.568280542986425,-0.358433734939759,MISS
4680,1,7,6,23,38311,1,1,0.865068869024981,0,3626.0,,0,0,0,1,1,0,4836,1,0,2,hard,-0.147164809834806,-0.0029371980676328,-0.129156293222683,-0.0070501022494887,-0.36392380952381,-0.122479338842975,-0.0327450980392156,-0.421041666666667,-0.205590551181102,-0.703197586726999,0.129866131191432,HIT
4721,1,7,7,10,65822,1,0,-1.17128631199012,0,3212.0,,0,1,1,0,0,0,4885,1,0,2,hard,-0.244204123447304,-0.264028985507246,-0.543513139695712,-0.259616564417178,0.110047619047619,-0.290330578512397,-0.130588235294118,-0.121875,-0.556364829396325,-0.227752639517345,-0.0594511378848728,MISS
4743,1,7,7,35,46862,1,0,-0.923003511969,0,2034.0,,0,1,1,0,0,0,4910,1,0,2,hard,0.500131899090793,0.476454106280193,1.09576763485477,0.54219836400818,0.0932190476190476,0.324283746556474,0.102352941176471,0.492604166666667,0.241942257217848,1.61211161387632,-0.106278447121821,MISS
4776,1,7,8,9,8808,1,1,0.756666833010968,0,768.0,2950.0,0,0,0,1,1,0,4947,1,0,3,hard,0.406137789729799,0.48727536231884,0.465933609958506,0.554412065439673,0.0424190476190476,0.268484848484848,0.20156862745098,0.456875,0.712664041994751,0.535625942684766,0.0724631860776438,HIT
4777,1,7,8,10,66005,1,1,1.00191707798513,0,2237.0,,0,0,0,1,1,0,4948,1,1,2,hard,0.273028556793443,0.178734299516908,0.422738589211618,0.670782208588957,0.0331809523809523,0.207176308539945,-0.556274509803922,0.3621875,0.0962204724409449,0.597767722473605,-0.44429718875502,HIT
4818,1,7,8,60,37225,1,1,0.705741091980599,0,2167.0,3429.0,0,0,0,1,1,0,4998,1,1,3,hard,0.621261365091561,0.678995169082126,0.829280774550484,0.877730061349693,0.264238095238095,0.502727272727273,-0.0550980392156862,0.746458333333333,0.53750656167979,0.690950226244344,0.33908969210174,HIT
4899,1,7,10,24,3683,1,1,1.26929907803424,0,2327.0,,0,0,0,1,1,0,5087,1,0,2,hard,0.229386605199129,0.611285024154589,0.51463347164592,0.0105419222903885,-0.0401809523809524,-0.0464049586776859,-0.189411764705882,0.123541666666667,0.018503937007874,1.31616892911011,-0.0631057563587683,HIT
4939,1,7,11,5,57436,1,1,0.861374152009376,0,2959.0,,0,0,0,1,1,0,5130,1,0,2,hard,0.224141375336151,0.359584541062802,0.270290456431535,0.503583844580777,-0.089,-0.0854545454545454,-0.181960784313726,-0.0302083333333333,-0.14748031496063,0.610377073906486,0.0978447121820615,HIT
5033,1,7,12,42,13139,1,1,0.883732550020795,0,4401.0,,0,0,0,1,1,0,5230,1,1,2,hard,0.0773850685106927,-0.229816425120773,-0.0290318118948824,0.175219836400818,0.0903714285714285,0.0372451790633608,0.522745098039216,0.646041666666667,0.397204724409449,0.106968325791855,-0.0853815261044176,HIT
5034,1,7,12,43,21109,1,1,1.61517376499251,0,3898.0,,0,0,0,1,1,0,5231,1,0,2,hard,0.0332411320271481,-0.687420289855072,0.412627939142462,-0.418507157464213,0.174209523809524,0.0546280991735537,0.211764705882353,0.668854166666667,0.524475065616798,0.993031674208145,0.181673360107095,HIT
5076,1,8,1,25,34851,1,1,1.63484586599952,0,152.0,379.0,0,0,0,1,1,0,5275,1,0,3,hard,0.0105493661160199,0.327787439613527,0.0136791147994467,-0.13672290388548,-0.284704761904762,-0.0233471074380165,0.322156862745098,-0.5578125,-0.210433070866142,0.649517345399698,0.111633199464525,HIT
5103,1,8,1,53,41779,1,1,1.37817301099858,0,54.0,,0,0,0,1,1,0,5303,1,0,2,hard,-0.459544115763862,-1.05554589371981,-0.255283540802213,-0.988374233128834,-0.250142857142857,-0.202066115702479,0.414705882352941,-0.938645833333333,-0.199002624671916,0.390573152337858,-0.009718875502008,HIT
5161,1,8,2,51,13614,1,1,1.61812694900073,0,2694.0,,0,0,0,1,1,0,5364,1,1,2,hard,0.185194006915098,-0.207285024154589,0.544467496542185,0.673716768916155,-0.0762190476190476,-0.141088154269973,-0.717058823529412,-0.491875,-0.0665485564304462,0.329125188536953,0.0642971887550201,HIT
5232,1,8,4,10,71242,1,1,1.39210200000161,0,622.0,,0,0,0,1,1,0,5448,1,0,2,hard,0.926249199641439,1.52060869565217,1.08746887966805,1.00804192229039,0.393390476190476,0.402438016528926,0.65,1.0496875,0.888805774278215,1.84909502262443,0.212730923694779,HIT
5240,1,8,4,24,42564,1,1,0.715031333998922,0,626.0,,0,0,0,1,1,0,5462,1,0,2,hard,0.270315021129466,1.06689855072464,-0.057579529737206,-0.09640081799591,0.423571428571429,0.489517906336088,0.126274509803921,0.46375,0.205170603674541,0.0089592760180995,0.299143239625167,HIT
5248,1,8,4,33,36732,1,0,-1.20825030500055,0,338.0,,0,1,1,0,0,0,5471,1,0,2,hard,0.23996158278909,-0.150782608695652,0.165089903181189,0.418992842535787,0.147542857142857,0.351859504132231,-0.29078431372549,-0.470416666666667,0.54244094488189,-0.136983408748115,0.559718875502008,MISS
5257,1,8,4,44,64097,1,0,-0.904372703000263,0,392.0,,0,1,1,0,0,0,5482,1,0,2,hard,0.616069919323857,0.508512077294686,0.912005532503458,1.02760224948875,0.13007619047619,0.101446280991735,-0.0407843137254901,0.150416666666667,0.442165354330709,1.4205580693816,0.152423025435074,MISS
